DATAFLOW,REF_AREA,FREQ,MEASURE,COMMODITY,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,CURRENCY,UNIT_MULT
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NZL,A,GSSEJSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,15.7823,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NZL,A,GSSEJSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,14.863,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NZL,A,GSSEJSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,17.2294,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),VNM,A,GSSEICSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISL,A,GSSEHBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2014,1.8465,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,1.8402,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,2.8917,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,4.2022,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,2.8679,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,2.854,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,3.4911,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,1.3646,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEMSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,5.0016,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),IND,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.0779,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.0778,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.0844,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.0972,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.0948,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.0902,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.0935,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,0.0956,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CHL,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.0803,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.5313,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.3983,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.2486,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.5435,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.5112,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.4097,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.6355,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,0.5535,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),ISR,A,GSSEKBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.4169,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,15.5676,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,13.6298,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,12.0455,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,15.7802,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,13.5132,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,14.3814,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,14.8929,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,9.4997,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),RUS,A,GSSEJBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,8.5488,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),CAN,A,GSSEJDSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,1.0565,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,2.5191,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,2.8786,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,3.6676,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,5.4808,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,6.7265,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,6.3859,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,5.3998,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),MEX,A,GSSEIBSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,3.1571,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,2.2304,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,10.6851,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,6.9333,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,6.7837,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2019,0.8458,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2018,1.4606,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2017,1.0366,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2016,1.1331,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),JPN,A,GSSEKSH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2015,0.9105,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NOR,A,GSSEHASH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2023,19.618,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NOR,A,GSSEHASH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2022,20.2185,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NOR,A,GSSEHASH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2021,20.9092,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_COMGSSE(1.1),NOR,A,GSSEHASH,CPC_EX_TO,PT_SUPP_E_GN_SRV,2020,22.136,2,,,
