DATAFLOW,REF_AREA,FREQ,MEASURE,COMMODITY,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,CURRENCY,UNIT_MULT
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KAZ,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,2.8452,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,10.7063,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,9.5694,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,7.0972,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,10.3612,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,6.1838,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,5.9012,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,6.9314,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,23.4807,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,18.5587,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,11.3634,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0245,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0073,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0029,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0085,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0567,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,0.3088,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),CAN,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,2.1488,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,10.2315,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,3.7271,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,3.7748,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,4.0857,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,3.6534,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,3.3991,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,3.6606,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,9.1735,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,7.718,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),KOR,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,8.8651,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ZAF,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),PHL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,70.5852,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,62.6323,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,60.7652,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,59.353,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,60.9546,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,77.9484,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,78.7874,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,77.7539,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,83.0468,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),USA,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,75.244,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,1.6578,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,1.5632,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,5.9774,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,4.9073,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,5.6026,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.2868,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),COL,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.2175,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,39.0444,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,28.4222,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,27.2697,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,25.1689,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,26.8075,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,26.5699,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,28.5426,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,29.5204,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,30.8573,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),NOR,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,32.2252,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,,2,N,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),IND,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,15.1039,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,12.4218,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,23.7584,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,25.2543,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,28.345,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,41.7528,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,27.3726,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,26.1896,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,20.8256,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),MEX,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,20.2557,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),ISL,A,BPICSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,0.0,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2014,40.8426,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2015,35.7015,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2016,38.9876,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2017,36.5786,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2018,28.8285,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2019,23.3323,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2020,33.653,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2021,28.845,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2022,24.083,2,,,
OECD.TAD.ARP:DSD_AGR_POLIND@DF_POL(1.1),AUS,A,BP_OPWLSH,CPC_EX_TO,PT_SUPP_E_PRDC,2023,23.0326,2,,,
